Server_Name	Storage_Device	Storage_Vol(GB)	Source	Tier
RETDAYESX700	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX701	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX701	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX701	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX701	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX701	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX702	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX702	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX702	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX702	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX702	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX704	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX704	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX704	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX704	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX704	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX705	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX705	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX705	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX705	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX705	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX706	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX706	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX706	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX706	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX706	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX707	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX707	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX707	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX707	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX707	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX708	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX708	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX708	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX708	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX708	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX709	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX709	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX709	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX709	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX709	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX710	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX710	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX710	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX710	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX710	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX711	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX711	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX711	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX711	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX711	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX712	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX712	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX712	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX712	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX712	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX713	XIV_7825620	76.923	svcmbge01v	T1
RETDAYESX713	XIV_6050013	153.846	svcmbge01v	T1
RETDAYESX713	XIV_7820623	230.769	svcmbge01v	T1
RETDAYESX713	XIV_6050008	692.308	svcmbge01v	T1
RETDAYESX713	XIV_7820520	1230.277	svcmbge01v	T1
RETDAYESX801	XIV_7820520	8939.200	svcmbge01v	T1
RETDAYESX802	XIV_7820520	8939.200	svcmbge01v	T1
RETDAYESX803	XIV_7820520	8939.200	svcmbge01v	T1
RETDAYESX804	XIV_7820520	8939.200	svcmbge01v	T1
RETDAYESX805	XIV_7820520	8939.200	svcmbge01v	T1
RETDAYESX907	XIV_7820623	2424.686	svcmbge01v	T1
RETDAYESX907	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX907	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX907	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX908	XIV_6050013	2996.800	svcmbge01v	T1
RETDAYESX909	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX909	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX909	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX909	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX910	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX910	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX910	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX910	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX911	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX911	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX911	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX911	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX912	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX912	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX912	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX912	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX913	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX913	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX913	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX913	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX914	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX914	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX914	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX914	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX915	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX915	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX915	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX915	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX916	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX916	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX916	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX916	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX917	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX917	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX917	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX917	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX920	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX920	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX920	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX920	XIV_7810877	998.400	svcmbge01v	T3
RETDAYESX920	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX921	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX921	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX921	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX921	XIV_7810877	998.400	svcmbge01v	T3
RETDAYESX921	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX922	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX922	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX922	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX922	XIV_7810877	998.400	svcmbge01v	T3
RETDAYESX922	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYESX923	XIV_7820623	2655.209	svcmbge01v	T1
RETDAYESX923	XIV_6050013	713.143	svcmbge01v	T1
RETDAYESX923	XIV_7825620	713.143	svcmbge01v	T1
RETDAYESX923	XIV_7810877	998.400	svcmbge01v	T3
RETDAYESX923	XIV_6050008	1426.286	svcmbge01v	T1
RETDAYHWEP001	VNX_APM00125172990-FAST	768.000	svcmbge01v	T2
RETDAYLYCP101	XIV_6050013	60.000	svcmbge01v	T1
RETDAYLYCP102	XIV_6050013	60.000	svcmbge01v	T1
RETDAYLYCP103	XIV_6050013	60.000	svcmbge01v	T1
RETDAYLYCP104	XIV_6050013	60.000	svcmbge01v	T1
RETDAYLYCP105	XIV_6050013	250.000	svcmbge01v	T1
RETDAYLYCP106	XIV_6050013	250.000	svcmbge01v	T1
RETDAYSQLP01P1	VNX_APM00125172990-FAST	2375.488	svcmbge01v	T2
RETDAYSQLP01P2	VNX_APM00125172990-FAST	2375.488	svcmbge01v	T2
RETDAYSQLP025P1	VNX_APM00125172990-FAST	1655.040	svcmbge01v	T2
RETDAYSQLP025P2	VNX_APM00125172990-FAST	1655.040	svcmbge01v	T2
RETDAYSQLP025P3	VNX_APM00125172990-FAST	1655.040	svcmbge01v	T2
RETDAYSQLP05P1	XIV_7820623	1275.500	svcmbge01v	T1
RETDAYSQLP05P2	XIV_7820623	1275.500	svcmbge01v	T1
RETDAYSQLP07P1	XIV_7820623	1550.333	svcmbge01v	T1
RETDAYSQLP07P2	XIV_7820623	1550.333	svcmbge01v	T1
RETDAYSQLP07P3	XIV_7820623	1550.333	svcmbge01v	T1
RETDAYSQLP12P1	VNX_APM00125172990-FAST	1050.488	svcmbge01v	T2
RETDAYSQLP12P2	VNX_APM00125172990-FAST	1050.488	svcmbge01v	T2
RETDAYSQLP15P1	VNX_APM00125172990-FAST	3773.488	svcmbge01v	T2
RETDAYSQLP15P2	VNX_APM00125172990-FAST	3773.488	svcmbge01v	T2
RETDAYSQLP16P1	XIV_6050013	833.659	svcmbge01v	T1
RETDAYSQLP16P2	XIV_6050013	833.659	svcmbge01v	T1
RETDAYSQLP16P3	XIV_6050013	833.659	svcmbge01v	T1
RETDAYSQLP18P1	VNX_APM00125172990-FAST	1525.488	svcmbge01v	T2
RETDAYSQLP18P2	VNX_APM00125172990-FAST	1525.488	svcmbge01v	T2
RETDAYSQLP19P1	VNX_APM00125172990-FAST	1422.928	svcmbge01v	T2
RETDAYSQLP19P2	VNX_APM00125172990-FAST	1422.928	svcmbge01v	T2
RETDAYSQLP20P1	XIV_7820520	2241.000	svcmbge01v	T1
RETDAYSQLP20P2	XIV_7820520	2241.000	svcmbge01v	T1
RETDAYSQLP22P1	XIV_7825620	4699.739	svcmbge01v	T1
RETDAYSQLP22P2	XIV_7825620	4699.739	svcmbge01v	T1
RETDAYSQLP22P3	XIV_7825620	4699.739	svcmbge01v	T1
RETDAYSQLP23P1	XIV_7820520	1924.208	svcmbge01v	T1
RETDAYSQLP23P2	XIV_7820520	1924.208	svcmbge01v	T1
RETDAYWEBP078	XIV_6050013	500.000	svcmbge01v	T1
SPBAKM6	VNX_APM00125172990-FAST	1079.580	svcmbge01v	T2
SPBAKM8	VNX_APM00125172990-FAST	539.790	svcmbge01v	T2
T4-03-DC1	VMAX_192605806_Pool_2	3595.000	svcmbge01v	T1
